series_key;time_period;time_period_start;time_period_end;obs_value;updated_at;dataset_id;title_fr;title_long_fr;FREQ;REF_AREA;ADJUSTMENT;DIREN_OBJET;DIREN_THECO;DIREN_MESURE;DIREN_NATURE;DIREN_SECTACT;DIREN_TAILLENT;UNIT;DECIMALS;UNIT_MULT;COLLECTION;TIME_FORMAT;SOURCE_AGENCY;OBS_CONF;OBS_STATUS
DIREN.A.FR.BI.LME.AE.05.N.AZ.TT;2024;2024-01-01;2024-12-31;4,5;2025-12-08T11:01:03+00:00;DIREN;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Agriculture, sylviculture et pêche, Toutes tailles,  Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Agriculture, sylviculture et pêche, Toutes tailles,  Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;AE;BI;05;LME;AZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.AE.05.N.DE.TT;2024;2024-01-01;2024-12-31;1,6;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;AE;BI;05;LME;DE;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.AE.05.N.FZ.TT;2024;2024-01-01;2024-12-31;4,3;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Construction, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Construction, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;AE;BI;05;LME;FZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.AE.05.N.G.TT;2024;2024-01-01;2024-12-31;2,3;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Commerce et réparation automobile, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Commerce et réparation automobile, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;AE;BI;05;LME;G;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.AE.05.N.PQ.TT;2024;2024-01-01;2024-12-31;2,2;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, France, Enseignement, santé humaine et action sociale, Toutes tailles,  Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Enseignement, santé humaine et action sociale, Toutes tailles,  Critères de la loi de modernisation de l'économie, Ratio moyen, Brut.;A;FR;N;AE;BI;05;LME;PQ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.AE.05.N.ZZ.EI;2024;2024-01-01;2024-12-31;2,2;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, Entreprises de taille Intermédiaire, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, Entreprises de taille Intermédiaire, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;AE;BI;05;LME;ZZ;EI;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.AE.05.N.ZZ.GE;2024;2024-01-01;2024-12-31;1,4;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, Grandes entreprises, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, Grandes entreprises, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;AE;BI;05;LME;ZZ;GE;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.BE.05.N.FZ.TT;2024;2024-01-01;2024-12-31;58,9;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, Construction, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, Construction, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;BE;BI;05;LME;FZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.BE.05.N.H.TT;2024;2024-01-01;2024-12-31;34,6;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, Transports et entreposage, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, Transports et entreposage, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;BE;BI;05;LME;H;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.BE.05.N.I.TT;2024;2024-01-01;2024-12-31;72,3;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, Hébergement et restauration, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, Hébergement et restauration, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;BE;BI;05;LME;I;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.BE.05.N.JZ.TT;2024;2024-01-01;2024-12-31;45,0;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, Information et communication, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, Information et communication, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;BE;BI;05;LME;JZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.BE.05.N.PQ.TT;2024;2024-01-01;2024-12-31;69,8;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, France, Enseignement, santé humaine et action sociale, Toutes tailles,  Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, France, Enseignement, santé humaine et action sociale, Toutes tailles,  Critères de la loi de modernisation de l'économie, Ratio moyen, Brut.;A;FR;N;BE;BI;05;LME;PQ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.BE.05.N.ZZ.GE;2024;2024-01-01;2024-12-31;31,6;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, Grandes entreprises, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes bancaires dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, Grandes entreprises, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;BE;BI;05;LME;ZZ;GE;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.BF.05.N.AZ.TT;2024;2024-01-01;2024-12-31;128,5;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Besoins en fonds de roulement, Agriculture, sylviculture et pêche, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Besoins en fonds de roulement, Agriculture, sylviculture et pêche, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;BF;BI;05;LME;AZ;TT;JRCA;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.DE.05.N.DE.TT;2024;2024-01-01;2024-12-31;258,2;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier (sur capitaux propres), Industries extractives, énergie, eau, déchets, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier (sur capitaux propres), Industries extractives, énergie, eau, déchets, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;DE;BI;05;LME;DE;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.DE.05.N.FZ.TT;2024;2024-01-01;2024-12-31;95,0;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier (sur capitaux propres), Construction, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier (sur capitaux propres), Construction, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;DE;BI;05;LME;FZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.DE.05.N.H.TT;2024;2024-01-01;2024-12-31;79,2;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier (sur capitaux propres), Transports et entreposage, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier (sur capitaux propres), Transports et entreposage, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;DE;BI;05;LME;H;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.DE.05.N.PQ.TT;2024;2024-01-01;2024-12-31;113,7;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier (sur capitaux propres), France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier (sur capitaux propres), France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;DE;BI;05;LME;PQ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FL.07.N.C.TT;2024;2024-01-01;2024-12-31;-0,3;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, Industrie manufacturière, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, Industrie manufacturière, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;C;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FL.07.N.DE.TT;2024;2024-01-01;2024-12-31;-12,0;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;DE;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FL.07.N.FZ.TT;2024;2024-01-01;2024-12-31;1,2;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, Construction, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, Construction, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;FZ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FL.07.N.G.TT;2024;2024-01-01;2024-12-31;-1,0;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, Commerce et réparation automobile, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, Commerce et réparation automobile, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;G;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FL.07.N.JZ.TT;2024;2024-01-01;2024-12-31;3,3;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, Information et communication, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, Information et communication, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;JZ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FL.07.N.PQ.TT;2024;2024-01-01;2024-12-31;5,2;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;PQ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FL.07.N.ZZ.GE;2024;2024-01-01;2024-12-31;-1,9;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, Tous secteurs, Grandes entreprises, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, Tous secteurs, Grandes entreprises, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;ZZ;GE;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.AZ.TT;2024;2024-01-01;2024-12-31;53,9;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Agriculture, sylviculture et pêche, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Agriculture, sylviculture et pêche, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;AZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.C.TT;2024;2024-01-01;2024-12-31;23,0;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Industrie manufacturière, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Industrie manufacturière, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;C;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.DE.TT;2024;2024-01-01;2024-12-31;182,2;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;DE;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.JZ.TT;2024;2024-01-01;2024-12-31;67,8;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Information et communication, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Information et communication, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;JZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.RS.TT;2024;2024-01-01;2024-12-31;41,1;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Services aux ménages, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Services aux ménages, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;RS;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.G.TT;2024;2024-01-01;2024-12-31;41,8;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, Commerce et réparation automobile, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, Commerce et réparation automobile, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;OB;BI;05;LME;G;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.LZ.TT;2024;2024-01-01;2024-12-31;9,8;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, Activités immobilières, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, Activités immobilières, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;OB;BI;05;LME;LZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.PQ.TT;2024;2024-01-01;2024-12-31;27,9;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères LME, Ratio moyen, Annuelle,Brut.;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Annuelle,Brut.;A;FR;N;OB;BI;05;LME;PQ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.RS.TT;2024;2024-01-01;2024-12-31;29,5;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, Services aux ménages, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;OB;BI;05;LME;RS;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.ZZ.EI;2024;2024-01-01;2024-12-31;28,3;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, Entreprises de taille Intermédiaire, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, Tous secteurs, Entreprises de taille Intermédiaire, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;OB;BI;05;LME;ZZ;EI;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.ZZ.GE;2024;2024-01-01;2024-12-31;67,0;2025-12-08T11:01:04+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, Grandes entreprises, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, Tous secteurs, Grandes entreprises, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;OB;BI;05;LME;ZZ;GE;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RF.05.N.C.TT;2024;2024-01-01;2024-12-31;11,4;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Industrie manufacturière, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Industrie manufacturière, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RF;BI;05;LME;C;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RF.05.N.G.TT;2024;2024-01-01;2024-12-31;12,6;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Commerce et réparation automobile, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Commerce et réparation automobile, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RF;BI;05;LME;G;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RF.05.N.LZ.TT;2024;2024-01-01;2024-12-31;2,6;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Activités immobilières, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Activités immobilières, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RF;BI;05;LME;LZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RF.05.N.MN.TT;2024;2024-01-01;2024-12-31;11,0;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Soutien aux entreprises, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Soutien aux entreprises, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RF;BI;05;LME;MN;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RF.05.N.PQ.TT;2024;2024-01-01;2024-12-31;-2,6;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité financière des capitaux propres, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité financière des capitaux propres, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RF;BI;05;LME;PQ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RF.05.N.ZZ.GE;2024;2024-01-01;2024-12-31;11,5;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Tous secteurs, Grandes entreprises, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Tous secteurs, Grandes entreprises, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RF;BI;05;LME;ZZ;GE;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RN.05.N.C.TT;2024;2024-01-01;2024-12-31;6,5;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Industrie manufacturière, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Industrie manufacturière, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RN;BI;05;LME;C;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RN.05.N.LZ.TT;2024;2024-01-01;2024-12-31;1,8;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Activités immobilières, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Activités immobilières, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RN;BI;05;LME;LZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RN.05.N.MN.TT;2024;2024-01-01;2024-12-31;9,8;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Soutien aux entreprises, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Soutien aux entreprises, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RN;BI;05;LME;MN;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RN.05.N.PQ.TT;2024;2024-01-01;2024-12-31;9,3;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RN;BI;05;LME;PQ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RN.05.N.RS.TT;2024;2024-01-01;2024-12-31;5,3;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Services aux ménages, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Services aux ménages, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RN;BI;05;LME;RS;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.TM.05.N.C.TT;2024;2024-01-01;2024-12-31;25,3;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Taux de marge, Industrie manufacturière, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux de marge, Industrie manufacturière, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;TM;BI;05;LME;C;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.TM.05.N.DE.TT;2024;2024-01-01;2024-12-31;53,0;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Taux de marge, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux de marge, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;TM;BI;05;LME;DE;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.TM.05.N.H.TT;2024;2024-01-01;2024-12-31;26,5;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Taux de marge, Transports et entreposage, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux de marge, Transports et entreposage, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;TM;BI;05;LME;H;TT;PC;1;0;E;P1Y;FR2;F;A
