series_key;time_period;time_period_start;time_period_end;obs_value;updated_at;dataset_id;title_fr;title_long_fr;FREQ;REF_AREA;ADJUSTMENT;DIREN_OBJET;DIREN_THECO;DIREN_MESURE;DIREN_NATURE;DIREN_SECTACT;DIREN_TAILLENT;UNIT;DECIMALS;UNIT_MULT;COLLECTION;TIME_FORMAT;SOURCE_AGENCY;OBS_CONF;OBS_STATUS
DIREN.A.FR.BI.LME.FL.07.N.JZ.TT;2023;2023-01-01;2023-12-31;5,4;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, Information et communication, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, Information et communication, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;JZ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FL.07.N.ZZ.EI;2023;2023-01-01;2023-12-31;5,4;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, Tous secteurs, Entreprises de taille Intermédiaire, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, Tous secteurs, Entreprises de taille Intermédiaire, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;ZZ;EI;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FL.07.N.ZZ.GE;2023;2023-01-01;2023-12-31;0,5;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, Tous secteurs, Grandes entreprises, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, Tous secteurs, Grandes entreprises, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;ZZ;GE;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.AZ.TT;2023;2023-01-01;2023-12-31;59,4;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Agriculture, sylviculture et pêche, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Agriculture, sylviculture et pêche, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;AZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.DE.TT;2023;2023-01-01;2023-12-31;182,0;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;DE;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.G.TT;2023;2023-01-01;2023-12-31;30,4;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Commerce et réparation automobile, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Commerce et réparation automobile, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;G;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.LZ.TT;2023;2023-01-01;2023-12-31;159,0;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Activités immobilières, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Activités immobilières, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;LZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.PQ.TT;2023;2023-01-01;2023-12-31;46,2;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;PQ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.ZZ.EI;2023;2023-01-01;2023-12-31;51,4;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Tous secteurs, Entreprises de taille Intermédiaire, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Tous secteurs, Entreprises de taille Intermédiaire, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;ZZ;EI;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.NC.05.N.ZZ.GE;2023;2023-01-01;2023-12-31;70,6;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Taux d'endettement financier net, Tous secteurs, Grandes entreprises, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux d'endettement financier net, Tous secteurs, Grandes entreprises, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;NC;BI;05;LME;ZZ;GE;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.DE.TT;2023;2023-01-01;2023-12-31;61,2;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, Industries extractives, énergie, eau, déchets, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;OB;BI;05;LME;DE;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.FZ.TT;2023;2023-01-01;2023-12-31;35,9;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, Construction, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, Construction, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;OB;BI;05;LME;FZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.MN.TT;2023;2023-01-01;2023-12-31;39,3;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, Soutien aux entreprises, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, Soutien aux entreprises, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;OB;BI;05;LME;MN;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.PQ.TT;2023;2023-01-01;2023-12-31;24,7;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères LME, Ratio moyen, Annuelle,Brut.;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Annuelle,Brut.;A;FR;N;OB;BI;05;LME;PQ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RF.05.N.JZ.TT;2023;2023-01-01;2023-12-31;-1,0;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Information et communication, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité financière des capitaux propres, Information et communication, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RF;BI;05;LME;JZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RN.05.N.RS.TT;2023;2023-01-01;2023-12-31;5,6;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Services aux ménages, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Services aux ménages, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RN;BI;05;LME;RS;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.TM.05.N.G.TT;2023;2023-01-01;2023-12-31;27,1;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Taux de marge, Commerce et réparation automobile, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux de marge, Commerce et réparation automobile, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;TM;BI;05;LME;G;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.VA.07.N.AZ.TT;2023;2023-01-01;2023-12-31;8,8;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Valeur ajoutée, Agriculture, sylviculture et pêche, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Valeur ajoutée, Agriculture, sylviculture et pêche, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;VA;BI;07;LME;AZ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.VA.07.N.G.TT;2023;2023-01-01;2023-12-31;2,9;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Valeur ajoutée, Commerce et réparation automobile, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Valeur ajoutée, Commerce et réparation automobile, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;VA;BI;07;LME;G;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.VA.07.N.MN.TT;2023;2023-01-01;2023-12-31;4,2;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Valeur ajoutée, Soutien aux entreprises, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Valeur ajoutée, Soutien aux entreprises, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;VA;BI;07;LME;MN;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.VA.07.N.PQ.TT;2023;2023-01-01;2023-12-31;2,7;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Valeur ajoutée, France, Enseignement, santé humaine et action sociale, Toutes tailles,  Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Valeur ajoutée, France, Enseignement, santé humaine et action sociale, Toutes tailles,  Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;VA;BI;07;LME;PQ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.VA.07.N.RS.TT;2023;2023-01-01;2023-12-31;11,7;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Valeur ajoutée, Services aux ménages, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Valeur ajoutée, Services aux ménages, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;VA;BI;07;LME;RS;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.CP.07.N.ZZ.MO;2023;2023-01-01;2023-12-31;6,7;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Charges de personnel, Tous secteurs, Micro, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Charges de personnel, Tous secteurs, Microentreprises, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;CP;BI;07;LME;ZZ;MO;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.EB.07.N.G.TT;2023;2023-01-01;2023-12-31;-2,9;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, EBE, Commerce et réparation automobile, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Excédent Brut d'Exploitation, Commerce et réparation automobile, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;EB;BI;07;LME;G;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.EB.07.N.JZ.TT;2023;2023-01-01;2023-12-31;1,6;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, EBE, Information et communication, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Excédent Brut d'Exploitation, Information et communication, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;EB;BI;07;LME;JZ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.EB.07.N.LZ.TT;2023;2023-01-01;2023-12-31;4,2;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, EBE, Activités immobilières, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Excédent Brut d'Exploitation, Activités immobilières, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;EB;BI;07;LME;LZ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.EB.07.N.PQ.TT;2023;2023-01-01;2023-12-31;-9,9;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, EBE, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Excédent Brut d'Exploitation, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;EB;BI;07;LME;PQ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.EB.07.N.ZZ.MO;2023;2023-01-01;2023-12-31;3,4;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, EBE, Tous secteurs, Micro, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Excédent Brut d'Exploitation, Tous secteurs, Microentreprises, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;EB;BI;07;LME;ZZ;MO;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.EB.07.N.ZZ.PH;2023;2023-01-01;2023-12-31;1,0;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, EBE, Tous secteurs, PME hors micro, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Excédent Brut d'Exploitation, Tous secteurs, PME hors microentreprises, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;EB;BI;07;LME;ZZ;PH;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FL.07.N.ZZ.MO;2023;2023-01-01;2023-12-31;6,2;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Chiffre d'affaires, Tous secteurs, Micro, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Chiffre d'affaires, Tous secteurs, PME hors microentreprises, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FL;BI;07;LME;ZZ;MO;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FX.07.N.C.TT;2023;2023-01-01;2023-12-31;-0,0;2025-12-08T11:01:05+00:00;DIREN;Bilans d'Entreprises, Impôts de production, Industrie manufacturière, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Impôts de production, Industrie manufacturière, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FX;BI;07;LME;C;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FX.07.N.PQ.TT;2023;2023-01-01;2023-12-31;1,9;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Impôts de production, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Impôts de production, France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FX;BI;07;LME;PQ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FX.07.N.RS.TT;2023;2023-01-01;2023-12-31;10,1;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Impôts de production, Services aux ménages, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Impôts de production, Services aux ménages, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FX;BI;07;LME;RS;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FX.07.N.ZZ.EI;2023;2023-01-01;2023-12-31;3,2;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Impôts de production, Tous secteurs, Entreprises de taille Intermédiaire, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Impôts de production, Tous secteurs, Entreprises de taille Intermédiaire, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FX;BI;07;LME;ZZ;EI;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.OB.05.N.ZZ.MO;2023;2023-01-01;2023-12-31;0,7;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, Micro, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part des dettes obligataires dans le total des dettes bancaires, Tous secteurs, Microentreprises, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;OB;BI;05;LME;ZZ;MO;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.RN.05.N.ZZ.PH;2023;2023-01-01;2023-12-31;7,8;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Tous secteurs, PME hors micro, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Rentabilité nette du capital d'exploitation, Tous secteurs, PME hors microentreprises, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;RN;BI;05;LME;ZZ;PH;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.TM.05.N.ZZ.PH;2023;2023-01-01;2023-12-31;23,3;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Taux de marge, Tous secteurs, PME hors micro, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux de marge, Tous secteurs, PME hors microentreprises, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;TM;BI;05;LME;ZZ;PH;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.TN.10.N.PQ.TT;2023;2023-01-01;2023-12-31;68,1;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Trésorerie (en j de CA), France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères LME, Médiane, Brut;Bilans d'Entreprises, Trésorerie (en jours de chiffre d'affaires), France, Enseignement, santé humaine et action sociale, Toutes tailles, Critères de la loi de modernisation de l'économie, Médiane, Brut;A;FR;N;TN;BI;10;LME;PQ;TT;JRCA;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.TN.10.N.ZZ.EI;2023;2023-01-01;2023-12-31;57,3;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Trésorerie (en j de CA), Tous secteurs, Entreprises de taille Intermédiaire, Critères LME, Médiane, Brut;Bilans d'Entreprises, Trésorerie (en jours de chiffre d'affaires), Tous secteurs, Entreprises de taille Intermédiaire, Critères de la loi de modernisation de l'économie, Médiane, Brut;A;FR;N;TN;BI;10;LME;ZZ;EI;JRCA;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.TN.10.N.ZZ.PH;2023;2023-01-01;2023-12-31;52,3;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Trésorerie (en j de CA), Tous secteurs, PME hors microentreprises, Critères LME, Médiane, Brut;Bilans d'Entreprises, Trésorerie (en jours de chiffre d'affaires), Tous secteurs, PME hors microentreprises, Critères de la loi de modernisation de l'économie, Médiane, Brut;A;FR;N;TN;BI;10;LME;ZZ;PH;JRCA;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.VA.07.N.ZZ.MO;2023;2023-01-01;2023-12-31;6,1;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Valeur ajoutée, Tous secteurs, Micro, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Valeur ajoutée, Tous secteurs, Microentreprises, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;VA;BI;07;LME;ZZ;MO;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.VA.07.N.ZZ.PH;2023;2023-01-01;2023-12-31;5,0;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Valeur ajoutée, Tous secteurs, PME hors micro, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Valeur ajoutée, Tous secteurs, PME hors microentreprises, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;VA;BI;07;LME;ZZ;PH;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.CP.07.N.G.TT;2023;2023-01-01;2023-12-31;5,6;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Charges de personnel, Commerce et réparation automobile, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Charges de personnel, Commerce et réparation automobile, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;CP;BI;07;LME;G;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.CP.07.N.JZ.TT;2023;2023-01-01;2023-12-31;6,2;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Charges de personnel, Information et communication, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Charges de personnel, Information et communication, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;CP;BI;07;LME;JZ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.BF.05.N.G.TT;2023;2023-01-01;2023-12-31;21,6;2025-11-14T13:00:06+00:00;DIREN;Bilans d'Entreprises, Besoins en fonds de roulement, Commerce et réparation automobile, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Besoins en fonds de roulement, Commerce et réparation automobile, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;BF;BI;05;LME;G;TT;JRCA;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.BF.05.N.I.TT;2023;2023-01-01;2023-12-31;-24,8;2025-11-14T13:00:06+00:00;DIREN;Bilans d'Entreprises, Besoins en fonds de roulement, Hébergement et restauration, Toutes tailles, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Besoins en fonds de roulement, Hébergement et restauration, Toutes tailles, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;BF;BI;05;LME;I;TT;JRCA;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.TM.05.N.ZZ.EI;2023;2023-01-01;2023-12-31;26,0;2025-11-14T13:00:07+00:00;DIREN;Bilans d'Entreprises, Taux de marge, Tous secteurs, Entreprises de taille Intermédiaire, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Taux de marge, Tous secteurs, Entreprises de taille Intermédiaire, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;TM;BI;05;LME;ZZ;EI;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.AE.05.N.ZZ.PH;2023;2023-01-01;2023-12-31;6,9;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, PME hors microentreprises, Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Tous secteurs, PME hors microentreprises, Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;AE;BI;05;LME;ZZ;PH;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.FX.07.N.JZ.TT;2023;2023-01-01;2023-12-31;-1,5;2025-11-14T13:00:08+00:00;DIREN;Bilans d'Entreprises, Impôts de production, Information et communication, Toutes tailles, Critères LME, Taux de croissance en glissement annuel, Brut;Bilans d'Entreprises, Impôts de production, Information et communication, Toutes tailles, Critères de la loi de modernisation de l'économie, Taux de croissance en glissement annuel, Brut;A;FR;N;FX;BI;07;LME;JZ;TT;PCCH;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.AE.05.N.AZ.TT;2023;2023-01-01;2023-12-31;4,4;2025-11-14T13:00:06+00:00;DIREN;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Agriculture, sylviculture et pêche, Toutes tailles,  Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Agriculture, sylviculture et pêche, Toutes tailles,  Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;AE;BI;05;LME;AZ;TT;PC;1;0;E;P1Y;FR2;F;A
DIREN.A.FR.BI.LME.AE.05.N.H.TT;2023;2023-01-01;2023-12-31;6,3;2025-11-14T13:00:06+00:00;DIREN;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Transports et entreposage, Toutes tailles,  Critères LME, Ratio moyen, Brut;Bilans d'Entreprises, Part du crédit-bail dans le total des dettes bancaires, obligataires et de crédit-bail, Transports et entreposage, Toutes tailles,  Critères de la loi de modernisation de l'économie, Ratio moyen, Brut;A;FR;N;AE;BI;05;LME;H;TT;PC;1;0;E;P1Y;FR2;F;A
